Sample Id,Supertype,Section Label,Neurotransmitter Type,Anatomical Division,Cluster,Class,Anatomical Structure,Subclass,Anatomical Substructure
b4e05f3a-6b66-45f9-9224-cdd3bc342635,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
a99fb585-926a-4f05-89ca-43a5a353141b,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
50cbcaf2-fd36-43a7-a964-a85677056f0d,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3368 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
33d50f63-ebb4-45c2-a174-d3e6b5fbf3ef,0785 SCsg Pde5a Glut_1,C57BL6J-638850.32,Glut,MB,3361 SCsg Pde5a Glut_1,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
ce1d58c1-5e27-4b4c-95ca-367d2866b077,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
c44d8c84-6556-4437-9a30-ff24e0a0a02f,0756 SC Bnc2 Glut_1,C57BL6J-638850.32,Glut,MB,3203 SC Bnc2 Glut_1,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
a1133cd5-b369-489f-b79c-9859de71eef2,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
ec447839-072f-4b18-a08b-f0c70c72fb63,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
c0735a61-4f0d-4a4b-9d0a-9b87a4c4cb9e,0783 SCig Tfap2b Chrnb3 Glut_1,C57BL6J-638850.32,Glut,MB,3354 SCig Tfap2b Chrnb3 Glut_1,19 MB Glut,SCs,185 SCig Tfap2b Chrnb3 Glut,SCop
75d9d418-62ff-43ef-8d6b-2fce29d7c0e2,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
b81ccc7c-6398-42ce-bbd7-b1f9e0e7b625,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
67ceb706-c799-47b4-90f2-0a5ff12cdb47,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3208 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
339eda42-8bc3-4377-a11a-632017d09556,0783 SCig Tfap2b Chrnb3 Glut_1,C57BL6J-638850.32,Glut,MB,3354 SCig Tfap2b Chrnb3 Glut_1,19 MB Glut,SCs,185 SCig Tfap2b Chrnb3 Glut,SCop
8d19b9fd-4975-422f-bc20-11bea8cc6fb2,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3208 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
f5d5a49e-77a7-44c2-ae5f-d558534fa074,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3208 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
02da0087-b1b8-46cc-9b24-e2acbc260679,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3207 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
9cb8cab0-314a-46e2-bf6a-a3010517c58b,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
463a2c8c-4633-4825-b9f2-3bff219c9bd5,0756 SC Bnc2 Glut_1,C57BL6J-638850.32,Glut,MB,3203 SC Bnc2 Glut_1,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
22d2600e-200d-4e20-9b6d-b14a2e30a49d,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3363 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
a618046b-41d9-4296-bb94-6c56b63129d0,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
36d6117b-2afd-4d0c-a51b-7c68d13197e1,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
27f3985e-f980-4f18-af25-80d7ea6284a4,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3208 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
8c27745c-2944-402e-947b-bb8beccfeaf3,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3208 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
994e642d-6595-4bf9-9c6f-87df967b98bd,0786 SCsg Pde5a Glut_2,C57BL6J-638850.32,Glut,MB,3365 SCsg Pde5a Glut_2,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
0506e6b3-32f5-43f3-a5b7-4b1fbaf1abab,0783 SCig Tfap2b Chrnb3 Glut_1,C57BL6J-638850.32,Glut,MB,3355 SCig Tfap2b Chrnb3 Glut_1,19 MB Glut,SCs,185 SCig Tfap2b Chrnb3 Glut,SCop
37b7ca0f-0d0c-403a-99cb-0258dc0df840,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
a6884429-2366-498a-940e-422e29e19048,0756 SC Bnc2 Glut_1,C57BL6J-638850.32,Glut,MB,3203 SC Bnc2 Glut_1,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
86f0e0aa-ec27-4ad7-87e2-0708c1cd6bf4,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3376 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
8634e54f-9be2-4201-8560-7edea900668b,0761 SCig Foxb1 Glut_2,C57BL6J-638850.32,Glut,MB,3222 SCig Foxb1 Glut_2,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
dcd47efc-8cf6-4ca7-8e9c-71a3592f2731,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
93b7a0ac-994f-4d85-81ce-d4cfd5c79bc6,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
0e19adf8-0cc3-4e40-8dc8-605d867c50ad,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3358 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
b4990b04-d5f1-4e6d-96b2-73b228f2a88c,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
2024cea9-2e03-4c41-a2d0-81d7e8a5acfe,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
9eb18546-44b6-4623-997b-9701118b6244,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
90f3803c-7062-4d17-a12e-2bf472b45bb4,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
255b248a-d627-49d3-8426-6c96c5a47f91,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
35184bce-977c-47cd-b6dc-ce66bd93d843,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3366 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
d1c5320b-e4e5-45ec-bcad-3972e645a243,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
ff4cdb8d-aeac-4ddb-b522-09dede69c2d8,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
7fef4bec-a1ec-419d-9aae-975ba5366c86,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
d344ebad-0b4d-4be4-ab1c-c1dba3b068a9,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3373 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
cb5f8c10-29dc-4644-bd2a-560d7e9177ab,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3366 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
b272ba3c-2ec6-4601-adb8-764c07c53492,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
364ca1ae-906f-4416-a934-9c587a553e45,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
d274f6d3-d5e0-4989-a59e-fe003d0f8843,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
57e728d2-62e4-404b-8e06-137aa31601e4,0756 SC Bnc2 Glut_1,C57BL6J-638850.32,Glut,MB,3203 SC Bnc2 Glut_1,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
553136fe-3fe4-46d6-9bef-43cc2d032696,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
def360fc-01e1-4a92-b372-5399e5c7a821,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
ec46dc07-f13f-4afa-b6dd-c692f7186b59,0758 SC Bnc2 Glut_3,C57BL6J-638850.32,Glut,MB,3208 SC Bnc2 Glut_3,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
2cea090a-fc32-4c76-aa29-94c09eec1b81,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3373 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
7ebc80a2-1f79-42f5-a543-e9c3259ef287,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
228d6c5e-1d5c-455b-879c-331ea18d591a,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
75724d37-ec00-4af2-9e5c-7ad6498511a6,0756 SC Bnc2 Glut_1,C57BL6J-638850.32,Glut,MB,3203 SC Bnc2 Glut_1,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
2036d5b0-e8cf-4241-8c64-c7ee063e2b98,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
ba5e6e62-d3f8-46c3-9990-0d7c2a2ce2ca,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
9f2b7d70-c66b-48e2-a38a-294fceacb516,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
42151c24-43cc-4cbe-b855-6d50951b3ef2,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
cd24f313-56c4-4d51-8ba5-fcc4e6850e28,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
5233a189-c50c-48bd-b6ea-f580517bb18e,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
36b451f2-cfbf-4eb5-bf02-46bf7511b579,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3378 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
c6e7a6fe-b50c-45f6-8d13-1bc108f9da8b,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3358 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
a0d389da-60d9-405c-9dfc-e05c6e3de0e8,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3373 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
d9454838-02db-4ba8-9a3c-bde4857ae0c6,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3368 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
5ecdc106-dda4-4e81-b9f6-b0876440cfaf,0764 SCig-an-PPT Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3243 SCig-an-PPT Foxb1 Glut_1,19 MB Glut,SCs,177 SCig-an-PPT Foxb1 Glut,SCop
9833b183-d1f0-4eab-a18c-8f98bd8598a1,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
12f88969-0186-4309-9b67-8f832b12e8a4,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
15199b03-3a6a-460b-8eb1-8a85fe06d777,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3379 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
9b062b8c-c14f-409a-b0cd-280b94e5a085,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
ab5bdcee-f991-4a94-aaa8-5e3d7c698026,0783 SCig Tfap2b Chrnb3 Glut_1,C57BL6J-638850.32,Glut,MB,3356 SCig Tfap2b Chrnb3 Glut_1,19 MB Glut,SCs,185 SCig Tfap2b Chrnb3 Glut,SCop
df7e74c3-6551-4246-86c4-23ae5bee39af,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
44a8b511-92f5-4caa-884a-5859eb241316,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
fe403fc1-9ae9-4f19-ae4d-d1ac461bd45c,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
d8fa6cd7-fa10-4f87-8969-1a373c2b154c,0787 SCsg Pde5a Glut_3,C57BL6J-638850.32,Glut,MB,3370 SCsg Pde5a Glut_3,19 MB Glut,SCs,187 SCsg Pde5a Glut,SCop
26a1888f-2792-49e3-a974-0fe578ea1638,0756 SC Bnc2 Glut_1,C57BL6J-638850.32,Glut,MB,3203 SC Bnc2 Glut_1,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
e518e017-3cf8-4a41-a7e9-58808e4cd51a,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
2aa34953-0a4a-4029-833b-2f35d4f7de4a,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3381 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
680f0816-8975-4304-984e-fbe68aa264e2,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3377 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
0f175a47-eb88-49fa-9df8-fd43777bb1c9,0759 SC Bnc2 Glut_4,C57BL6J-638850.32,Glut,MB,3209 SC Bnc2 Glut_4,19 MB Glut,SCs,175 SC Bnc2 Glut,SCop
ff0f3fa6-f750-4762-8d36-06c829af9d2b,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3373 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
674e14f4-73d3-48e1-be12-ccabf9212e14,0788 SCop Sln Glut_1,C57BL6J-638850.32,Glut,MB,3372 SCop Sln Glut_1,19 MB Glut,SCs,188 SCop Sln Glut,SCop
b8d60a4e-8554-41e3-bedb-3bdb401e9cc8,0760 SCig Foxb1 Glut_1,C57BL6J-638850.32,Glut,MB,3218 SCig Foxb1 Glut_1,19 MB Glut,SCs,176 SCig Foxb1 Glut,SCop
55978b2c-6f1f-4520-bbe1-a08314243473,0784 SCop Pou4f2 Neurod2 Glut_1,C57BL6J-638850.32,Glut,MB,3360 SCop Pou4f2 Neurod2 Glut_1,19 MB Glut,SCs,186 SCop Pou4f2 Neurod2 Glut,SCop
f35ad187-50ef-44bf-9319-8fa8a36be2a8,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3738 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
fc3f1306-70ac-4134-a7b0-0cfa8b779842,0868 SC Tnnt1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3787 SC Tnnt1 Gli3 Gaba_2,20 MB GABA,SCs,211 SC Tnnt1 Gli3 Gaba,SCop
3f8cbfe8-b875-4328-bf17-9fc36a7774fe,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
bd060c6b-3281-45d3-bdff-8228147af4c8,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
fb557c37-e5bb-4ad2-9555-b357a0dfe941,0859 SCs Pax7 Nfia Gaba_1,C57BL6J-638850.32,GABA,MB,3747 SCs Pax7 Nfia Gaba_1,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
546d9bad-fefe-4301-91ef-db312a05cba9,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
050031ed-c03e-454d-b39a-692dcd2d9703,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
07525e85-818e-4422-91ff-c44dfcdc0607,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3728 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
dab0b5bb-4790-4454-bab3-b12e7c12538d,0853 SCs Dmbx1 Gaba_2,C57BL6J-638850.32,GABA,MB,3731 SCs Dmbx1 Gaba_2,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
451b84ce-d99c-4afa-b282-d966bea959f0,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3722 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
2621d663-39c4-4820-b5c7-2f7214aced7e,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3724 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
0f07a8c4-9c4f-4ecc-8323-3e0df2c7d9b5,0869 SCs Lef1 Gli3 Gaba_1,C57BL6J-638850.32,GABA,MB,3791 SCs Lef1 Gli3 Gaba_1,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
629effba-c582-4c65-a756-4b188cc72b1c,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
ed9924de-6385-4ef5-925a-aed3dd6dad43,0843 SC-PAG Lef1 Emx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3677 SC-PAG Lef1 Emx2 Gaba_1,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
7466926d-8460-4512-8d18-649baf1266ec,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
bdafdef8-1950-470d-8e66-52b3809f77f9,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
332eaeb6-59c5-4a24-bfa1-83dd0be5b110,0856 SCs Dmbx1 Gaba_5,C57BL6J-638850.32,GABA,MB,3740 SCs Dmbx1 Gaba_5,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
3def9ae2-240a-4f01-a5de-f817ff71995a,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
7a604733-1f17-4661-a3ba-8166856b706c,0843 SC-PAG Lef1 Emx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3677 SC-PAG Lef1 Emx2 Gaba_1,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
34b5c7ac-cb23-4c7a-9ae3-8ebb7f2c7863,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3741 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
cc412da3-dd21-4903-b955-5a306b7a989c,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3794 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
efc4c9d1-bbac-4d8a-845e-28ad119f3fd7,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3803 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
38f1b39a-7a66-42e5-a99d-80d8c6387347,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3735 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
d4c06c8a-e409-4d55-b7bd-49d6732e90ad,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3804 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
78a0a7ff-0579-4335-81e1-560d5f4ce654,0843 SC-PAG Lef1 Emx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3675 SC-PAG Lef1 Emx2 Gaba_1,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
457c4be2-e086-4163-8eb3-3b00bd6a4b97,0843 SC-PAG Lef1 Emx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3680 SC-PAG Lef1 Emx2 Gaba_1,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
53c05ede-327e-4be6-b6a8-3a422ec30bcb,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3728 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
fb06355a-0524-48d4-8310-ed63af0e353a,0853 SCs Dmbx1 Gaba_2,C57BL6J-638850.32,GABA,MB,3731 SCs Dmbx1 Gaba_2,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
e42cb05c-61b7-42ac-9e75-b6f227988dc9,0868 SC Tnnt1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3784 SC Tnnt1 Gli3 Gaba_2,20 MB GABA,SCs,211 SC Tnnt1 Gli3 Gaba,SCop
63aeef8f-de25-492a-85d1-72c9f9974061,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
74905ae8-0817-4016-a1a8-6bd5e9ea36e0,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
684dc5f6-2862-45ec-aba0-9125dbe90d51,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3741 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
755e401c-3ffb-47a3-a925-6018f8af0e92,0858 SC Lef1 Otx2 Gaba_2,C57BL6J-638850.32,GABA,MB,3745 SC Lef1 Otx2 Gaba_2,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
f6f99b4c-1e3e-4b05-83ab-c736fac77f32,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3727 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
8bbc8884-106a-469d-935a-81e0c569d682,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3757 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
afc4f400-796c-4594-a1cd-53d9d4945aaf,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3722 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
