Sample Id,Supertype,Section Label,Neurotransmitter Type,Anatomical Division,Cluster,Class,Anatomical Structure,Subclass,Anatomical Substructure
69ff6e88-14e8-459b-85d0-17b03c890b09,0876 SCsg Gabrr2 Gaba_5,C57BL6J-638850.32,GABA,MB,3827 SCsg Gabrr2 Gaba_5,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
d03a9b6f-ef05-4cb1-8bc3-a39ab4f28ebe,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3728 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
54f00da5-54c6-4bdd-97a9-7667d6b5b5db,0858 SC Lef1 Otx2 Gaba_2,C57BL6J-638850.32,GABA,MB,3745 SC Lef1 Otx2 Gaba_2,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
7127fa7c-c6ab-4127-975e-04eba8f3f959,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3757 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
2728a954-21ef-4e26-a33f-cb490b9cd264,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
bd152ac5-a096-41e8-9ce7-85d7d10ca538,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3741 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
cfb5adc1-7e80-4587-a7ec-3e60d19ab41a,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
50e0d8f2-a701-4eb3-a72a-ca370a057ee3,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
4a2681ce-0c62-4ea0-99a2-921258fab421,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
38f821ef-39b3-4b55-8c0d-850d5a0d8e9f,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3728 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
f423983a-a0fb-46bf-9ca0-b5de2515dcda,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
0993cab8-e38d-4ad7-8c30-12f0cb8f91d7,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
196b50a4-62cb-41c2-8916-86a0dcdbbc25,0875 SCsg Gabrr2 Gaba_4,C57BL6J-638850.32,GABA,MB,3821 SCsg Gabrr2 Gaba_4,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
0cdfbe61-d252-40a0-be24-447131f8d956,0843 SC-PAG Lef1 Emx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3677 SC-PAG Lef1 Emx2 Gaba_1,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
a2a2253a-ec15-429b-aa05-175dadb4a991,0853 SCs Dmbx1 Gaba_2,C57BL6J-638850.32,GABA,MB,3729 SCs Dmbx1 Gaba_2,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
2ec46ed9-5c67-46bd-9268-0e1df56c13a9,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
842fc4a6-e3d7-4b35-9c6e-945e1473cef4,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
85a3f2ad-61c1-4c0d-a240-1e0f37e62587,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3753 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
c4ccd63f-11fb-4721-ab21-2f59c1094232,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3799 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
1a23d0a2-7fe0-4a0d-bc8a-9bd7727ec239,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
9e9d8bd4-f8c9-453c-93fd-be35718281ba,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
9ee26a6e-8e68-4768-9091-9796e8734c53,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
f897df7a-6602-471a-8bf7-f20b5e6838f2,0843 SC-PAG Lef1 Emx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3680 SC-PAG Lef1 Emx2 Gaba_1,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
89ed5fe2-86c3-40d9-ba70-1701f2f517d3,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3724 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
af4d0070-a90d-4c12-9bd8-b38615a386e1,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
cf3d6d8f-cd17-4b83-a961-38c62ad92429,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3743 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
295653fa-0092-4425-ae83-7f4c877a859c,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3722 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
4c753a38-4804-432f-93ed-081760b7b240,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3724 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
db3ea41b-1d78-4bd6-a3a1-20890ba6d3a4,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
b2cdeb74-fd60-4239-bcc7-fd4d681e0c32,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3794 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
69748628-e23c-4db0-9d63-fec3cd2eec02,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
32eeb62b-8d5f-4cf8-98bb-9b2ac0d15e22,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3735 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
6dfd8298-2f30-464b-bc1e-255844a9ac7b,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3724 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
adc530fd-aa61-4e8c-aee4-97f35ffc8477,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3738 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
f9c846a7-f4a2-46be-8197-15bd462aee97,0873 SCsg Gabrr2 Gaba_2,C57BL6J-638850.32,GABA,MB,3811 SCsg Gabrr2 Gaba_2,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
1793174b-2862-4078-a216-226ab49cc4aa,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
b585ea60-6ca8-47cd-9e94-9d7aa20479c7,0867 SC Tnnt1 Gli3 Gaba_1,C57BL6J-638850.32,GABA,MB,3781 SC Tnnt1 Gli3 Gaba_1,20 MB GABA,SCs,211 SC Tnnt1 Gli3 Gaba,SCop
cbca75d7-250e-4997-b1ba-dfda65719f3c,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
915f54dd-a6d7-4fca-af46-333fa695d145,0863 SCs Pax7 Nfia Gaba_5,C57BL6J-638850.32,GABA,MB,3759 SCs Pax7 Nfia Gaba_5,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
b4cc3e60-a51b-4e68-898a-42e9987619e2,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
7182bdea-5373-4aa0-8da5-9d1d1d16341f,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3794 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
6b015d35-217b-40f5-8f06-1ba77c3f69be,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3727 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
b4bdb0f1-22b9-4a3b-bc95-466b254d7a2d,0862 SCs Pax7 Nfia Gaba_4,C57BL6J-638850.32,GABA,MB,3758 SCs Pax7 Nfia Gaba_4,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
4ffd664f-2c9c-4840-8dc0-b9646441b38e,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
786ad878-fe64-42e9-9aea-c82bb5ee775e,0846 SC-PAG Lef1 Emx2 Gaba_4,C57BL6J-638850.32,GABA,MB,3695 SC-PAG Lef1 Emx2 Gaba_4,20 MB GABA,SCs,205 SC-PAG Lef1 Emx2 Gaba,SCop
68e5a4c9-b282-4940-9fe9-9446a684c579,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
e5b32a9b-557c-4017-bb7f-b2df32fa9840,0853 SCs Dmbx1 Gaba_2,C57BL6J-638850.32,GABA,MB,3731 SCs Dmbx1 Gaba_2,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
67a1f266-fa48-476b-9f3e-7fdb684b9dc2,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
d102b310-2904-40e9-94ee-d8258e4bd5b1,0871 SCs Lef1 Gli3 Gaba_3,C57BL6J-638850.32,GABA,MB,3796 SCs Lef1 Gli3 Gaba_3,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
6a000ef5-0465-4a34-b717-cc45c7a2d155,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3753 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
51be39b3-d489-4655-a150-5c620c724e1f,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3727 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
b8b5b159-c079-416b-b69b-fb7c90e1c3d0,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
ea12043e-e3d6-4090-a38a-e6b86689781b,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
de84ed33-c807-4f5a-a841-8c7d212517b1,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
9b0c8607-73ac-4140-b4c1-672641934d01,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3794 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
4218ac39-3332-480e-b825-a123e4eb1745,0859 SCs Pax7 Nfia Gaba_1,C57BL6J-638850.32,GABA,MB,3747 SCs Pax7 Nfia Gaba_1,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
90c6a589-762e-43ab-8da1-5de092263e25,0853 SCs Dmbx1 Gaba_2,C57BL6J-638850.32,GABA,MB,3731 SCs Dmbx1 Gaba_2,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
dbc41c1d-9428-4ffe-a1eb-13baff287dd0,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
b31b10bb-2790-4b79-a31e-75be4cf81465,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3741 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
c6fc8840-d100-4ba5-9673-8b78f727a2ea,0875 SCsg Gabrr2 Gaba_4,C57BL6J-638850.32,GABA,MB,3821 SCsg Gabrr2 Gaba_4,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
3872bad3-6f3f-4b3c-810a-5895fd08ee33,0858 SC Lef1 Otx2 Gaba_2,C57BL6J-638850.32,GABA,MB,3745 SC Lef1 Otx2 Gaba_2,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
ee849781-6124-4678-89b1-0a58dc047680,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3757 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
11a4fddf-70e9-410c-a7a4-dc43e3d81bdd,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3799 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
57181013-3673-485d-9d78-2f465af9b8cf,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
44026260-ada3-4dcb-ba4c-62fb1cd802fd,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
b0e3e758-8772-4476-9317-3bdab8838f7d,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3727 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
4cac0428-957f-4f98-9d78-df27eefb042d,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
69d2c041-ea5f-49b9-a9dd-afca2dfa683b,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3722 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
686f2824-9fd4-4f93-937e-e056a31a0447,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
a6d1c2bc-f3b4-4a29-9afd-30e3241b98e1,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3804 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
567664b8-a57b-4551-b4ae-515c450ca486,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3757 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
2a76663c-4d14-4ac4-9d74-aad3161f214d,0859 SCs Pax7 Nfia Gaba_1,C57BL6J-638850.32,GABA,MB,3749 SCs Pax7 Nfia Gaba_1,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
c13f4bf1-4c64-45cf-92ac-d0aad59f24de,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3723 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
e6a6fef6-7b7f-46af-8fce-5b9709393aab,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
c1bbff2a-1667-4455-87a4-197ca27ccd2f,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3728 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
abcff97c-bb47-4234-9829-9fcbfc9ed955,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
62907613-3891-4856-bcda-f2f85c5b5515,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
fcfdb0ac-8749-445e-9994-321411886953,0874 SCsg Gabrr2 Gaba_3,C57BL6J-638850.32,GABA,MB,3815 SCsg Gabrr2 Gaba_3,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
34ac8c16-9d45-4ca8-a60c-c28aac12b741,0862 SCs Pax7 Nfia Gaba_4,C57BL6J-638850.32,GABA,MB,3758 SCs Pax7 Nfia Gaba_4,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
f11fd97b-8622-41c4-b864-28e242a8eb2a,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3753 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
55ce112c-5e97-4321-a5b9-bef7556eb5f7,0853 SCs Dmbx1 Gaba_2,C57BL6J-638850.32,GABA,MB,3730 SCs Dmbx1 Gaba_2,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
d44b4bd7-bfca-4f45-a160-465e09039f40,0870 SCs Lef1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3793 SCs Lef1 Gli3 Gaba_2,20 MB GABA,SCs,212 SCs Lef1 Gli3 Gaba,SCop
0ea54cbe-4d47-4a14-9de5-1d488c5ca05c,0867 SC Tnnt1 Gli3 Gaba_1,C57BL6J-638850.32,GABA,MB,3782 SC Tnnt1 Gli3 Gaba_1,20 MB GABA,SCs,211 SC Tnnt1 Gli3 Gaba,SCop
0e199dd8-0d12-427c-8fe9-14384ec4c992,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
368f980b-872e-4574-b28d-9d3d63cafe9f,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
312d223d-fd0f-45ae-81c3-52247b448dda,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
d0ed5925-0305-4803-baa4-b60bd0370410,0855 SCs Dmbx1 Gaba_4,C57BL6J-638850.32,GABA,MB,3734 SCs Dmbx1 Gaba_4,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCop
febdb5b1-9ff4-47a9-8326-8cdb16bb3cd1,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3757 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
96fb8802-c6bf-461e-8221-c6810460bcaf,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3751 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCop
128f7177-0381-430c-a5e8-326f9fb06018,0841 SC Otx2 Gcnt4 Gaba_1,C57BL6J-638850.32,GABA,MB,3669 SC Otx2 Gcnt4 Gaba_1,20 MB GABA,SCs,204 SC Otx2 Gcnt4 Gaba,SCop
33933d8f-78b1-4d3c-8e50-fefa9e55977e,0841 SC Otx2 Gcnt4 Gaba_1,C57BL6J-638850.32,GABA,MB,3670 SC Otx2 Gcnt4 Gaba_1,20 MB GABA,SCs,204 SC Otx2 Gcnt4 Gaba,SCop
d70013bd-654d-48f7-8e1d-e775177ff65e,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3799 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCop
8604883b-f2b0-4562-a46f-0696c145d295,0858 SC Lef1 Otx2 Gaba_2,C57BL6J-638850.32,GABA,MB,3745 SC Lef1 Otx2 Gaba_2,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCop
53b33ac7-277e-4a1a-a240-d7dbc43116b9,0868 SC Tnnt1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3786 SC Tnnt1 Gli3 Gaba_2,20 MB GABA,SCs,211 SC Tnnt1 Gli3 Gaba,SCsg
deb44758-2879-4433-878e-9f739dc67db6,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3743 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCsg
13374e37-6c1e-4fd0-85cf-6ff814452089,0858 SC Lef1 Otx2 Gaba_2,C57BL6J-638850.32,GABA,MB,3745 SC Lef1 Otx2 Gaba_2,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCsg
658ae4a5-5cbf-43b3-b1d9-d13476a13146,0875 SCsg Gabrr2 Gaba_4,C57BL6J-638850.32,GABA,MB,3824 SCsg Gabrr2 Gaba_4,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
612a75c7-8372-41b7-9e42-60901f8d260d,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3743 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCsg
31a0d9a4-eca8-4b31-8c42-dd7036a1d819,0860 SCs Pax7 Nfia Gaba_2,C57BL6J-638850.32,GABA,MB,3752 SCs Pax7 Nfia Gaba_2,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCsg
541adef2-f9c8-499a-8d0c-f37ddf75a1a3,0873 SCsg Gabrr2 Gaba_2,C57BL6J-638850.32,GABA,MB,3811 SCsg Gabrr2 Gaba_2,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
7e3ff34c-e260-41b7-80a8-729e4359054a,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3743 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCsg
393ab382-dbba-43d9-a9c5-40d15ffbbdad,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3805 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
ccd3fec1-15e3-4349-af14-46be3dfc5797,0876 SCsg Gabrr2 Gaba_5,C57BL6J-638850.32,GABA,MB,3827 SCsg Gabrr2 Gaba_5,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
2758656b-f9de-4ef2-8098-2e0d676c8cc1,0861 SCs Pax7 Nfia Gaba_3,C57BL6J-638850.32,GABA,MB,3756 SCs Pax7 Nfia Gaba_3,20 MB GABA,SCs,209 SCs Pax7 Nfia Gaba,SCsg
2c1df748-8412-4f85-b983-3153c65cebe7,0872 SCsg Gabrr2 Gaba_1,C57BL6J-638850.32,GABA,MB,3797 SCsg Gabrr2 Gaba_1,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
dd443ee8-c576-4246-b430-7b92880d69d1,0868 SC Tnnt1 Gli3 Gaba_2,C57BL6J-638850.32,GABA,MB,3787 SC Tnnt1 Gli3 Gaba_2,20 MB GABA,SCs,211 SC Tnnt1 Gli3 Gaba,SCsg
b3ddd236-2e4a-4dcf-afd6-46b329310c72,0873 SCsg Gabrr2 Gaba_2,C57BL6J-638850.32,GABA,MB,3810 SCsg Gabrr2 Gaba_2,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
24fe3d03-07ca-4d74-8eff-6d36f8341eda,0852 SCs Dmbx1 Gaba_1,C57BL6J-638850.32,GABA,MB,3725 SCs Dmbx1 Gaba_1,20 MB GABA,SCs,207 SCs Dmbx1 Gaba,SCsg
a269bf6f-60a3-4ac1-acfb-7c7725a70f3e,0873 SCsg Gabrr2 Gaba_2,C57BL6J-638850.32,GABA,MB,3810 SCsg Gabrr2 Gaba_2,20 MB GABA,SCs,213 SCsg Gabrr2 Gaba,SCsg
2e20a1b0-2aac-4937-a030-f73537b6e47c,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3741 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCsg
03d6362a-fe47-4dca-bb4e-c1ab5b6a49ea,0857 SC Lef1 Otx2 Gaba_1,C57BL6J-638850.32,GABA,MB,3741 SC Lef1 Otx2 Gaba_1,20 MB GABA,SCs,208 SC Lef1 Otx2 Gaba,SCsg
